"committee","motiondate","motionname_ch","motionname_en","mover","movertype","motionresult","andrewleung","jamesto","leungyiuchung","abrahamshek","tommycheung","josephlee","jeffreylam","wongtingkwong","starrylee","chanhakkan","chankinpor","priscillaleung","wongkwokkin","reginaip","paultse","leungkwokhung","claudiamo","michaeltien","stevenho","frankieyick","wuchiwai","yiusiwing","mafungkwok","charlespetermok","chanchichuen","chanhanpan","leungchecheung","kennethleung","alicemak","kwokkaki","kwokwaikeung","denniskwok","christophercheung","fernandocheung","helenawong","ipkinyuen","elizabethquat","martinliao","poonsiuping","chianglaiwan","lowaikwok","chungkwokpan","alvinyeung","andrewwan","chuhoidick","jimmyng","juniusho","hokaiming","lamcheukting","holdenchow","shiukafai","shiukachun","wilsonor","yunghoiyan","pierrechan","chanchunying","tanyachan","cheungkwokkwan","huichifung","lukchunghung","laukwokfan","kennethlau","chengchungtai","kwongchunyu","jeremytam","nathanlaw","yiuchungyim","lausiulai","sixtusleung","yauwaiching","garyfan","aunokhin","vincentcheng","tonytse","chanhoiyan","eddiechu"
"council",2019-01-31,"許智峯議員對李慧琼議員就「落實多元教育 紓緩學生及家長壓力」所提，經毛孟靜議員、莫乃光議員及何啟明議員修正的議案，作出的修正案","amendment by hon hui chi-fung to hon starry lee's motion on “implementing diversified education to alleviate the pressure on students and parents” as amended by hon claudia mo, hon charles peter mok and hon ho kai-ming","huichifung","member","negatived","present","yes","yes","absent","no","abstain","absent","abstain","abstain","abstain","absent","absent","no","absent","absent",NA,"yes","absent","abstain","absent","yes","no","no","yes","yes","absent","abstain","yes","no","absent","no","yes","absent","yes","yes","abstain","abstain","no","abstain","abstain","abstain","absent","absent","yes","yes","absent","absent","no","yes","abstain","absent","yes","abstain","absent","yes","no","yes","abstain","yes","no","absent","absent","yes","yes","yes",NA,NA,NA,NA,NA,"absent","yes","abstain","no","abstain",NA
"council",2019-01-31,"張超雄議員對李慧琼議員就「落實多元教育 紓緩學生及家長壓力」所提，經毛孟靜議員、莫乃光議員及何啟明議員修正的議案，作出的修正案","amendment by dr hon fernando cheung to hon starry lee's motion on “implementing diversified education to alleviate the pressure on students and parents” as amended by hon claudia mo, hon charles peter mok and hon ho kai-ming","fernandocheung","member","passed","present","yes","yes","absent","no","abstain","absent","yes","yes","yes","absent","absent","abstain","absent","absent",NA,"yes","absent","yes","absent","yes","abstain","abstain","yes","yes","absent","yes","yes","abstain","absent","abstain","yes","absent","yes","yes","abstain","yes","no","yes","yes","abstain","absent","absent","yes","yes","absent","absent","abstain","yes","yes","absent","yes","yes","absent","yes","abstain","yes","yes","yes","abstain","absent","absent","abstain","yes","yes",NA,NA,NA,NA,NA,"absent","yes","yes","abstain","yes",NA
"council",2019-01-31,"邵家臻議員對李慧琼議員就「落實多元教育 紓緩學生及家長壓力」所提，經毛孟靜議員、莫乃光議員、何啟明議員及張超雄議員修正的議案，作出的修正案","amendment by hon shiu ka-chun to hon starry lee's motion on “implementing diversified education to alleviate the pressure on students and parents” as amended by hon claudia mo, hon charles peter mok, hon ho kai-ming and dr hon fernando cheung","shiukachun","member","passed","present","yes","yes","absent","yes","abstain","absent","yes","yes","yes","absent","absent","yes","absent","absent",NA,"yes","absent","yes","absent","yes","yes","abstain","yes","yes","absent","yes","yes","yes","absent","yes","yes","absent","yes","yes","abstain","yes","abstain","yes","yes","yes","absent","absent","yes","yes","absent","absent","yes","yes","yes","absent","yes","yes","absent","yes","yes","yes","yes","yes","yes","absent","absent","abstain","yes","yes",NA,NA,NA,NA,NA,"absent","yes","yes","yes","yes",NA
"council",2019-01-31,"陳淑莊議員對李慧琼議員就「落實多元教育 紓緩學生及家長壓力」所提，經毛孟靜議員、莫乃光議員、何啟明議員、張超雄議員及邵家臻議員修正的議案，作出的修正案","amendment by hon tanya chan to hon starry lee's motion on “implementing diversified education to alleviate the pressure on students and parents” as amended by hon claudia mo, hon charles peter mok, hon ho kai-ming, dr hon fernando cheung and hon shiu ka-chun","tanyachan","member","passed","present","yes","yes","absent","abstain","abstain","absent","abstain","abstain","abstain","absent","absent","yes","absent","absent",NA,"yes","absent","abstain","absent","yes","abstain","abstain","yes","yes","absent","abstain","yes","yes","absent","yes","yes","absent","yes","yes","abstain","abstain","yes","yes","abstain","yes","absent","absent","yes","yes","absent","absent","yes","yes","abstain","absent","yes","abstain","absent","yes","abstain","yes","abstain","yes","yes","absent","absent","abstain","yes","yes",NA,NA,NA,NA,NA,"absent","yes","abstain","abstain","abstain",NA
"council",2019-01-31,"根據《議事規則》第90(2)條，動議拒絕給予許可的議案","motion under rule 90(2) of the rules of procedure that the leave be refused","fernandocheung","member","negatived","present","abstain","yes","absent","no","absent","no","no","no","no","no","no","no","absent","no",NA,"yes","absent","no","no","abstain","no","no","yes","yes","absent","no","absent","no","yes","no","yes","absent","yes","abstain","absent","no","no","no","no","no","no","yes","absent","yes","no","absent","no","absent","no","absent","yes","no","absent","absent","no","yes","no","absent","no","no","no","yes","absent","yes",NA,NA,NA,NA,NA,"yes","yes","no","no","no",NA
"council",2019-02-21,"根據《立法會(權力及特權)條例》動議的議案","motion under the legislative council (powers and privileges) ordinance","tanyachan","member","negatived","present","yes","yes","abstain","no","yes","no","no","no","no","no","abstain","absent","no","no",NA,"yes","absent","no","no","yes","no","absent","yes","yes","no","no","yes","no","yes","no","yes","abstain","yes","yes","yes","no","absent","no","no","no","no","yes","yes","yes","no","no","no","yes","no","absent","yes","no","absent","yes","no","yes","no","yes","no","no","absent","yes","yes","yes",NA,NA,NA,NA,NA,"yes","yes","no","absent","abstain",NA
"council",2019-02-21,"陳健波議員對何君堯議員的「活化強制性公積金」議案作出的修正案","amendment by hon chan kin-por to dr hon junius ho's motion on “revitalizing the mandatory provident fund”","chankinpor","member","negatived","present","absent","no","absent","abstain","absent","absent","abstain","abstain","abstain","yes","abstain","no","abstain","yes",NA,"no","absent","abstain","abstain","no","yes","absent","no","no","abstain","abstain","no","no","no","no","absent","yes","no","no","no","abstain","absent","abstain","abstain","yes","absent","no","no","no","absent","yes","no","no","abstain","abstain","no","abstain","absent","absent","yes","no","absent","absent","no","absent","absent","no","no","no",NA,NA,NA,NA,NA,"no","no","abstain","yes","abstain",NA
"council",2019-02-21,"陸頌雄議員對何君堯議員的「活化強制性公積金」議案作出的修正案","amendment by hon luk chung-hung to dr hon junius ho's motion on “revitalizing the mandatory provident fund”","lukchunghung","member","negatived","present","absent","yes","absent","no","absent","absent","abstain","abstain","abstain","no","no","yes","abstain","abstain",NA,"yes","absent","abstain","no","no","no","absent","yes","abstain","abstain","abstain","yes","yes","yes","yes","absent","no","yes","no","yes","abstain","absent","yes","abstain","no","absent","yes","no","abstain","absent","no","yes","no","abstain","no","yes","abstain","absent","absent","no","yes","absent","absent","yes","absent","absent","no","no","yes",NA,NA,NA,NA,NA,"abstain","abstain","abstain","no","yes",NA
"council",2019-02-21,"黃定光議員對何君堯議員的「活化強制性公積金」議案作出的修正案","amendment by hon wong ting-kwong to dr hon junius ho's motion on “revitalizing the mandatory provident fund”","wongtingkwong","member","negatived","present","absent","no","absent","abstain","absent","absent","yes","yes","yes","abstain","yes","no","abstain","yes",NA,"no","absent","yes","abstain","no","abstain","absent","no","no","yes","yes","no","no","no","no","absent","yes","no","no","no","yes","absent","abstain","yes","yes","absent","no","no","no","absent","yes","no","no","yes","abstain","no","yes","absent","absent","abstain","no","absent","absent","no","absent","absent","no","no","no",NA,NA,NA,NA,NA,"no","no","yes","abstain","abstain",NA
"council",2019-02-21,"郭家麒議員對何君堯議員的「活化強制性公積金」議案作出的修正案","amendment by dr hon kwok ka-ki to dr hon junius ho's motion on “revitalizing the mandatory provident fund”","kwokkaki","member","negatived","present","yes","yes","absent","no","absent","absent","no","abstain","abstain","no","no","yes","abstain","yes",NA,"yes","absent","abstain","no","yes","abstain","absent","yes","yes","abstain","abstain","yes","yes","yes","yes","absent","no","yes","yes","yes","abstain","absent","abstain","abstain","no","absent","yes","yes","yes","absent","no","yes","yes","abstain","no","yes","abstain","absent","absent","abstain","yes","absent","absent","yes","abstain","absent","yes","yes","yes",NA,NA,NA,NA,NA,"yes","yes","abstain","abstain","abstain",NA
"council",2019-02-21,"張超雄議員對何君堯議員的「活化強制性公積金」議案作出的修正案","amendment by dr hon fernando cheung to dr hon junius ho's motion on “revitalizing the mandatory provident fund”","fernandocheung","member","negatived","present","yes","yes","absent","abstain","absent","absent","abstain","abstain","abstain","no","yes","yes","abstain","yes",NA,"yes","absent","abstain","abstain","yes","abstain","absent","yes","yes","abstain","abstain","yes","yes","yes","yes","absent","abstain","yes","yes","yes","abstain","absent","yes","abstain","abstain","absent","yes","yes","yes","absent","no","yes","yes","abstain","abstain","yes","abstain","absent","absent","abstain","yes","absent","absent","yes","abstain","absent","yes","yes","yes",NA,NA,NA,NA,NA,"yes","yes","abstain","abstain","yes",NA
"council",2019-02-21,"謝偉俊議員對何君堯議員的「活化強制性公積金」議案作出的修正案","amendment by hon paul tse to dr hon junius ho's motion on “revitalizing the mandatory provident fund”","paultse","member","negatived","present","no","no","absent","abstain","absent","absent","yes","yes","yes","no","yes","no","abstain","yes",NA,"no","absent","yes","abstain","no","abstain","absent","no","no","yes","yes","no","no","no","no","absent","yes","no","no","no","yes","absent","abstain","yes","yes","absent","no","no","no","absent","yes","no","no","yes","abstain","no","yes","absent","absent","abstain","no","absent","absent","no","yes","absent","no","no","no",NA,NA,NA,NA,NA,"no","no","yes","abstain","abstain",NA
"council",2019-02-21,"「活化強制性公積金」議案","motion on “revitalizing the mandatory provident fund”","juniusho","member","negatived","present","no","no","absent","abstain","absent","absent","yes","yes","yes","abstain","yes","no","abstain","yes",NA,"no","absent","yes","abstain","no","abstain","absent","no","no","yes","yes","no","no","no","no","absent","yes","no","no","no","yes","absent","abstain","yes","yes","absent","no","no","no","absent","yes","no","no","yes","abstain","no","yes","absent","absent","abstain","no","absent","absent","no","yes","absent","no","no","no",NA,NA,NA,NA,NA,"no","no","yes","yes","abstain",NA
"council",2019-02-21,"謝偉銓議員對鄭泳舜議員的「增加過渡性房屋供應」議案作出的修正案","amendment by hon tony tse to hon vincent cheng's motion on “increasing transitional housing supply”","tonytse","member","negatived","present","no","no","absent","yes","no","absent","absent","yes","yes","yes","yes","yes","absent","absent",NA,"no","yes","absent","yes","no","yes","absent","no","no","yes","yes","absent","yes","absent","yes","absent","absent","no","no","no","yes","absent","yes","absent","yes","yes","no","no","no","absent","yes","absent","no","yes","yes","no","yes","absent","yes","yes","no","yes","absent","yes","absent","absent","no","no","no",NA,NA,NA,NA,NA,"no","no","yes","yes","yes",NA
"council",2019-02-21,"麥美娟議員對鄭泳舜議員的「增加過渡性房屋供應」議案作出的修正案","amendment by hon alice mak to hon vincent cheng's motion on “increasing transitional housing supply”","alicemak","member","passed","present","yes","yes","absent","yes","yes","absent","absent","yes","yes","yes","yes","yes","absent","absent",NA,"abstain","yes","yes","yes","yes","yes","absent","yes","abstain","yes","yes","absent","yes","absent","yes","absent","absent","yes","yes","yes","yes","absent","yes","absent","yes","yes","abstain","yes","abstain","absent","yes","absent","yes","yes","yes","yes","yes","absent","no","yes","abstain","yes","absent","yes","absent","absent","no","yes","abstain",NA,NA,NA,NA,NA,"abstain","abstain","yes","yes","yes",NA
"council",2019-02-21,"邵家臻議員對鄭泳舜議員就「增加過渡性房屋供應」所提，經麥美娟議員修正的議案，作出的修正案","amendment by hon shiu ka-chun to hon vincent cheng's motion on “increasing transitional housing supply” as amended by hon alice mak","shiukachun","member","passed","present","yes","yes","absent","yes","yes","absent","absent","yes","yes","yes","yes","yes","absent","absent",NA,"yes","yes","yes","yes","yes","yes","absent","yes","abstain","yes","yes","absent","yes","absent","yes","absent","absent","yes","yes","yes","yes","absent","yes","absent","yes","yes","abstain","yes","yes","absent","yes","absent","yes","yes","yes","yes","yes","absent","yes","yes","abstain","yes","absent","yes","absent","absent","abstain","yes","abstain",NA,NA,NA,NA,NA,"abstain","yes","yes","yes","yes",NA
"council",2019-02-21,"尹兆堅議員對鄭泳舜議員就「增加過渡性房屋供應」所提，經麥美娟議員及邵家臻議員修正的議案，作出的修正案","amendment by hon andrew wan to hon vincent cheng's motion on “increasing transitional housing supply” as amended by hon alice mak and hon shiu ka-chun","andrewwan","member","passed","present","yes","yes","absent","no","yes","absent","absent","yes","yes","abstain","abstain","yes","absent","absent",NA,"yes","yes","yes","no","yes","abstain","absent","yes","abstain","yes","yes","absent","yes","absent","yes","absent","absent","yes","yes","yes","yes","absent","yes","absent","no","no","abstain","yes","yes","absent","no","absent","yes","yes","no","yes","yes","absent","yes","abstain","abstain","yes","absent","yes","absent","absent","abstain","yes","abstain",NA,NA,NA,NA,NA,"abstain","yes","yes","abstain","abstain",NA
"council",2019-02-21,"梁耀忠議員對鄭泳舜議員就「增加過渡性房屋供應」所提，經麥美娟議員、邵家臻議員及尹兆堅議員修正的議案，作出的修正案","amendment by hon leung yiu-chung to hon vincent cheng's motion on “increasing transitional housing supply” as amended by hon alice mak, hon shiu ka-chun and hon andrew wan","leungyiuchung","member","passed","present","yes","yes","absent","no","yes","absent","absent","yes","yes","no","yes","abstain","absent","absent",NA,"yes","yes","yes","yes","yes","no","absent","yes","abstain","yes","yes","absent","abstain","absent","abstain","absent","absent","yes","yes","yes","yes","absent","yes","absent","yes","no","abstain","yes","yes","absent","yes","absent","yes","yes","no","yes","yes","absent","yes","no","abstain","yes","absent","abstain","absent","absent","abstain","yes","abstain",NA,NA,NA,NA,NA,"abstain","yes","yes","no","yes",NA
"council",2019-02-21,"鄭泳舜議員動議，經麥美娟議員、邵家臻議員、尹兆堅議員及梁耀忠議員修正的「增加過渡性房屋供應」議案","motion moved by hon vincent cheng on “increasing transitional housing supply” as amended by hon alice mak, hon shiu ka-chun, hon andrew wan and hon leung yiu-chung","vincentcheng","member","passed","present","yes","yes","absent","no","yes","absent","absent","yes","yes","abstain","yes","yes","absent","absent",NA,"yes","yes","yes","no","yes","abstain","absent","yes","abstain","yes","yes","absent","yes","absent","yes","absent","absent","yes","yes","yes","yes","absent","yes","absent","no","no","abstain","yes","abstain","absent","yes","absent","yes","yes","no","yes","yes","absent","yes","abstain","abstain","yes","absent","yes","absent","absent","no","yes","abstain",NA,NA,NA,NA,NA,"abstain","abstain","yes","abstain","yes",NA
"council",2019-03-20,"根據《公共財政條例》動議的擬議決議案","proposed resolution under the public finance ordinance","secretaryforfinancialservicesandthetreasury","publicofficer","passed","present","absent","no","absent","yes","yes","yes","yes","yes","yes","yes","yes","yes","absent","absent",NA,"absent","yes","absent","yes","yes","yes","yes","absent","no","absent","yes","yes","yes","no","yes","absent","yes","no","yes","yes","yes","yes","yes","yes","yes","absent","no","yes","no","absent","yes","yes","yes","yes","yes","abstain","yes","yes","absent","absent","absent","absent","absent","yes","yes","absent","no","yes","no",NA,NA,NA,NA,NA,"no","no","absent","yes","yes",NA
"council",2019-03-20,"盧偉國議員對黃定光議員的「積極拓展粵港澳大灣區的發展機遇」議案作出的修正案","amendment by ir dr hon lo wai-kwok to hon wong ting-kwong's motion on “proactively expanding development opportunities in the guangdong-hong kong-macao greater bay area”","lowaikwok","member","negatived","present","absent","absent","yes","absent","no","yes","yes","yes","yes","yes","yes","no","absent","absent",NA,"no","yes","yes","yes","no","yes","yes","absent","no","yes","yes","no","no","no","no","absent","yes","absent","absent","absent","yes","yes","abstain","yes","yes","yes","no","no","no","absent","yes","no","no","yes","yes","no","yes","yes","no","yes","no","yes","no","no","yes","yes","no","no","no",NA,NA,NA,NA,NA,"no","no","yes","yes","yes",NA
"council",2019-03-20,"張華峰議員對黃定光議員的「積極拓展粵港澳大灣區的發展機遇」議案作出的修正案","amendment by hon christopher cheung to hon wong ting-kwong's motion on “proactively expanding development opportunities in the guangdong-hong kong-macao greater bay area”","christophercheung","member","passed","present","no","absent","yes","absent","no","yes","yes","yes","yes","yes","yes","yes","absent","absent",NA,"no","yes","yes","yes","no","yes","yes","absent","no","yes","yes","no","yes","no","yes","absent","yes","absent","absent","absent","yes","yes","yes","yes","yes","yes","no","no","no","absent","yes","yes","no","yes","yes","no","yes","yes","yes","yes","no","yes","no","yes","yes","yes","no","no","no",NA,NA,NA,NA,NA,"no","no","yes","yes","yes",NA
"council",2019-03-20,"謝偉銓議員對黃定光議員就「積極拓展粵港澳大灣區的發展機遇」所提，經張華峰議員修正的議案，作出的修正案","amendment by hon tony tse to hon wong ting-kwong's motion on “proactively expanding development opportunities in the guangdong-hong kong-macao greater bay area” as amended by hon christopher cheung","tonytse","member","passed","present","no","absent","yes","absent","no","yes","yes","yes","yes","yes","yes","yes","absent","absent",NA,"no","yes","yes","yes","no","yes","yes","absent","no","yes","yes","no","yes","no","yes","absent","yes","absent","absent","absent","yes","yes","yes","yes","yes","yes","no","no","no","absent","yes","yes","no","yes","yes","no","yes","yes","yes","yes","no","yes","no","yes","yes","yes","no","no","no",NA,NA,NA,NA,NA,"no","no","yes","yes","yes",NA
"council",2019-03-20,"姚思榮議員對黃定光議員就「積極拓展粵港澳大灣區的發展機遇」所提，經張華峰議員及謝偉銓議員修正的議案，作出的修正案","amendment by hon yiu si-wing to hon wong ting-kwong's motion on “proactively expanding development opportunities in the guangdong-hong kong-macao greater bay area” as amended by hon christopher cheung and hon tony tse","yiusiwing","member","passed","present","no","absent","yes","absent","no","yes","yes","yes","yes","yes","yes","yes","absent","absent",NA,"no","yes","yes","yes","no","yes","yes","absent","no","yes","yes","no","yes","no","yes","absent","yes","absent","absent","absent","yes","yes","yes","yes","yes","yes","no","no","no","absent","yes","yes","no","yes","yes","no","yes","yes","no","yes","no","yes","no","yes","yes","yes","no","no","no",NA,NA,NA,NA,NA,"no","no","yes","yes","yes",NA
